sku_id,vendor_slug,vendor_brand,vendor_tier,vendor_status,name,peptide_canonical,peptide_variant,dose_value,dose_unit,format,concentration,bottle_size,list_price_usd,sale_price_usd,sale_observed_at,per_mg_price_usd,volume_tier_label,bundle_membership,crypto_discount_pct,subscription_price_usd,out_of_stock,url,raw_artifact,evidence_entry_id
eternal-peptides:glp-2-t-5mg,eternal-peptides,Eternal Peptides,2,ok,GLP-2 (T) 5mg (Tirzepatide),Tirzepatide,empty,5,mg,vial,,,40.99,,,8.2,1-pack,[],0,,false,https://eternalpeptides.com/product/glp-2-t-10mg/,03_raw_fetches/eternal-peptides/product_9__glp-2-t-10mg.md,claim-sku-glp2t-5mg
eternal-peptides:glp-2-t-10mg,eternal-peptides,Eternal Peptides,2,ok,GLP-2 (T) 10mg (Tirzepatide),Tirzepatide,empty,10,mg,vial,,,74.99,,,7.5,1-pack,[],0,,false,https://eternalpeptides.com/product/glp-2-t-10mg/,03_raw_fetches/eternal-peptides/product_9__glp-2-t-10mg.md,claim-sku-glp2t-10mg
eternal-peptides:nad-500mg,eternal-peptides,Eternal Peptides,2,ok,NAD+ 500mg,other,empty,500,mg,vial,,,69.99,,,0.14,1-pack,[],0,,false,https://eternalpeptides.com/product/nad-500mg/,03_raw_fetches/eternal-peptides/product_10__nad-500mg.md,claim-sku-nad
eternal-peptides:glp-1-s-5mg,eternal-peptides,Eternal Peptides,2,ok,GLP-1 (S) 5mg (Semaglutide),Semaglutide,empty,5,mg,vial,,,39.99,,,8.0,1-pack,[],0,,false,https://eternalpeptides.com/product/glp-1-s-10mg/,03_raw_fetches/eternal-peptides/product_11__glp-1-s-10mg.md,claim-sku-glp1s-5mg
eternal-peptides:glp-1-s-10mg,eternal-peptides,Eternal Peptides,2,ok,GLP-1 (S) 10mg (Semaglutide),Semaglutide,empty,10,mg,vial,,,69.99,,,7.0,1-pack,[],0,,false,https://eternalpeptides.com/product/glp-1-s-10mg/,03_raw_fetches/eternal-peptides/product_11__glp-1-s-10mg.md,claim-sku-glp1s-10mg
eternal-peptides:klow-blend-80mg,eternal-peptides,Eternal Peptides,2,ok,Klow Blend 80mg,other,empty,80,mg,vial,,,174.99,,,2.19,1-pack,[],0,,false,https://eternalpeptides.com/product/klow-blend-80mg/,03_raw_fetches/eternal-peptides/product_12__klow-blend-80mg.md,claim-sku-klow
eternal-peptides:melanotan-ii-10mg,eternal-peptides,Eternal Peptides,2,ok,Melanotan II 10mg,other,empty,10,mg,vial,,,54.99,,,5.5,1-pack,[],0,,false,https://eternalpeptides.com/product/melanotan-ii-10mg/,03_raw_fetches/eternal-peptides/product_13__melanotan-ii-10mg.md,claim-sku-mt2
eternal-peptides:semax-5mg,eternal-peptides,Eternal Peptides,2,ok,Semax 5mg,Semax,empty,5,mg,vial,,,34.99,,,7.0,1-pack,[],0,,false,https://eternalpeptides.com/product/semax-10mg/,03_raw_fetches/eternal-peptides/product_14__semax-10mg.md,claim-sku-semax-5mg
eternal-peptides:semax-10mg,eternal-peptides,Eternal Peptides,2,ok,Semax 10mg,Semax,empty,10,mg,vial,,,54.99,,,5.5,1-pack,[],0,,false,https://eternalpeptides.com/product/semax-10mg/,03_raw_fetches/eternal-peptides/product_14__semax-10mg.md,claim-sku-semax-10mg
eternal-peptides:kpv-5mg,eternal-peptides,Eternal Peptides,2,ok,KPV 5mg,KPV,empty,5,mg,vial,,,34.99,,,7.0,1-pack,[],0,,false,https://eternalpeptides.com/product/kpv-10mg/,03_raw_fetches/eternal-peptides/product_15__kpv-10mg.md,claim-sku-kpv-5mg
eternal-peptides:kpv-10mg,eternal-peptides,Eternal Peptides,2,ok,KPV 10mg,KPV,empty,10,mg,vial,,,59.99,,,6.0,1-pack,[],0,,false,https://eternalpeptides.com/product/kpv-10mg/,03_raw_fetches/eternal-peptides/product_15__kpv-10mg.md,claim-sku-kpv-10mg
eternal-peptides:glutathione-1500mg,eternal-peptides,Eternal Peptides,2,ok,Glutathione 1500mg,other,empty,1500,mg,vial,,,64.99,,,0.043,1-pack,[],0,,false,https://eternalpeptides.com/product/glutathione-1500mg/,03_raw_fetches/eternal-peptides/product_16__glutathione-1500mg.md,claim-sku-glutathione
eternal-peptides:pt-141-10mg,eternal-peptides,Eternal Peptides,2,ok,PT-141 10mg,PT-141,empty,10,mg,vial,,,59.99,,,6.0,1-pack,[],0,,false,https://eternalpeptides.com/product/pt-141-10mg/,03_raw_fetches/eternal-peptides/product_17__pt-141-10mg.md,claim-sku-pt141
eternal-peptides:ipamorelin-5mg,eternal-peptides,Eternal Peptides,2,ok,Ipamorelin 5mg,Ipamorelin,empty,5,mg,vial,,,34.99,,,7.0,1-pack,[],0,,false,https://eternalpeptides.com/product/ipamorelin-5mg/,03_raw_fetches/eternal-peptides/product_18__ipamorelin-5mg.md,claim-sku-ipa-5mg
eternal-peptides:ipamorelin-10mg,eternal-peptides,Eternal Peptides,2,ok,Ipamorelin 10mg,Ipamorelin,empty,10,mg,vial,,,59.99,,,6.0,1-pack,[],0,,false,https://eternalpeptides.com/product/ipamorelin-5mg/,03_raw_fetches/eternal-peptides/product_18__ipamorelin-5mg.md,claim-sku-ipa-10mg
eternal-peptides:tesamorelin-ipamorelin-blend-11-6mg,eternal-peptides,Eternal Peptides,2,ok,Tesamorelin & Ipamorelin Blend 11/6mg,Tesamorelin,empty,17,mg,vial,Tesamorelin 11mg + Ipamorelin 6mg,,134.99,,,7.94,1-pack,[],0,,false,https://eternalpeptides.com/product/tesamorelin-ipamorelin-11-6mg-blend/,03_raw_fetches/eternal-peptides/product_19__tesamorelin-ipamorelin-blend.md,claim-sku-tesa-ipa-blend
eternal-peptides:glp3-cagrilintide-blend-5-5mg,eternal-peptides,Eternal Peptides,2,ok,GLP-3 (R) & Cagrilintide Blend 5/5mg,Retatrutide,empty,10,mg,vial,GLP-3(R) 5mg + Cagrilintide 5mg,,124.99,,,12.5,1-pack,[],0,,false,https://eternalpeptides.com/product/glp-3-r-cagrilintide-5-5mg-blend/,03_raw_fetches/eternal-peptides/product_20__glp3-cagrilintide-blend.md,claim-sku-glp3-cag-blend
eternal-peptides:kisspeptin-10mg,eternal-peptides,Eternal Peptides,2,ok,Kisspeptin 10mg,other,empty,10,mg,vial,,,61.99,,,6.2,1-pack,[],0,,false,https://eternalpeptides.com/product/kisspeptin-10mg/,03_raw_fetches/eternal-peptides/product_21__kisspeptin-10mg.md,claim-sku-kisspeptin
eternal-peptides:5-amino-1mq-10mg,eternal-peptides,Eternal Peptides,2,ok,5-Amino-1MQ 10mg,5-Amino-1MQ,empty,10,mg,vial,,,49.99,,,5.0,1-pack,[],0,,false,https://eternalpeptides.com/product/5-amino-1mq-10mg/,03_raw_fetches/eternal-peptides/product_22__5-amino-1mq-10mg.md,claim-sku-5amino1mq
eternal-peptides:glp1-cagrilintide-blend-5-5mg,eternal-peptides,Eternal Peptides,2,ok,GLP-1 (S) & Cagrilintide Blend 5/5mg,Semaglutide,empty,10,mg,vial,GLP-1(S) 5mg + Cagrilintide 5mg,,104.99,,,10.5,1-pack,[],0,,false,https://eternalpeptides.com/product/cagrilintide-semaglutide-5-5mg-blend/,03_raw_fetches/eternal-peptides/product_23__glp1-cagrilintide-blend.md,claim-sku-glp1-cag-blend
eternal-peptides:igf-1-lr3-1mg,eternal-peptides,Eternal Peptides,2,ok,IGF-1 LR3 1mg,IGF-1 LR3,empty,1,mg,vial,,,104.99,,,104.99,1-pack,[],0,,false,https://eternalpeptides.com/product/igf-1-lr3-1mg/,03_raw_fetches/eternal-peptides/product_24__igf-1-lr3-1mg.md,claim-sku-igf1
eternal-peptides:sermorelin-5mg,eternal-peptides,Eternal Peptides,2,ok,Sermorelin 5mg,Sermorelin,empty,5,mg,vial,,,49.99,,,10.0,1-pack,[],0,,false,https://eternalpeptides.com/product/sermorlin-5mg/,03_raw_fetches/eternal-peptides/product_25__sermorelin-5mg.md,claim-sku-sermorelin-5mg
eternal-peptides:sermorelin-10mg,eternal-peptides,Eternal Peptides,2,ok,Sermorelin 10mg,Sermorelin,empty,10,mg,vial,,,79.99,,,8.0,1-pack,[],0,,false,https://eternalpeptides.com/product/sermorlin-5mg/,03_raw_fetches/eternal-peptides/product_25__sermorelin-5mg.md,claim-sku-sermorelin-10mg
eternal-peptides:dsip-5mg,eternal-peptides,Eternal Peptides,2,ok,DSIP 5mg,DSIP,empty,5,mg,vial,,,34.99,,,7.0,1-pack,[],0,,false,https://eternalpeptides.com/product/dsip-10mg/,03_raw_fetches/eternal-peptides/product_26__dsip-10mg.md,claim-sku-dsip-5mg
eternal-peptides:dsip-10mg,eternal-peptides,Eternal Peptides,2,ok,DSIP 10mg,DSIP,empty,10,mg,vial,,,59.99,,,6.0,1-pack,[],0,,false,https://eternalpeptides.com/product/dsip-10mg/,03_raw_fetches/eternal-peptides/product_26__dsip-10mg.md,claim-sku-dsip-10mg
eternal-peptides:selank-5mg,eternal-peptides,Eternal Peptides,2,ok,Selank 5mg,Selank,empty,5,mg,vial,,,34.99,,,7.0,1-pack,[],0,,false,https://eternalpeptides.com/product/selank-5mg-2/,03_raw_fetches/eternal-peptides/product_28__selank-5mg.md,claim-sku-selank-5mg
eternal-peptides:selank-10mg,eternal-peptides,Eternal Peptides,2,ok,Selank 10mg,Selank,empty,10,mg,vial,,,54.99,,,5.5,1-pack,[],0,,false,https://eternalpeptides.com/product/selank-5mg-2/,03_raw_fetches/eternal-peptides/product_28__selank-5mg.md,claim-sku-selank-10mg
eternal-peptides:glow-blend-70mg,eternal-peptides,Eternal Peptides,2,ok,Glow Blend 70mg,other,empty,70,mg,vial,,,150.99,,,2.16,1-pack,[],0,,false,https://eternalpeptides.com/product/glow-blend-70mg/,03_raw_fetches/eternal-peptides/product_29__glow-blend-70mg.md,claim-sku-glow-blend
eternal-peptides:bacteriostatic-water-10ml,eternal-peptides,Eternal Peptides,2,ok,Bacteriostatic Water 10ml,other,empty,10,mg,other,,10ml,14.99,,,,1-pack,[],0,,false,https://eternalpeptides.com/product/bacteriostatic-water-10ml/,03_raw_fetches/eternal-peptides/product_30__bacteriostatic-water.md,claim-sku-bac-water
everest-peptides:bpc-157-10mg,everest-peptides,Everest Peptides,3,ok,BPC-157 – 10mg,BPC-157,acetate,10,mg,vial,,10mg vial lyophilized powder,49.99,39.99,2026-05-07T19:51:45Z,4.0,,[],0,,false,https://everestpeptides.com/product/bpc-157/,03_raw_fetches/everest-peptides/product_1__bpc-157-10mg.md,claim-6
everest-peptides:tb-500-5mg,everest-peptides,Everest Peptides,3,ok,TB-500 5mg,TB-500,acetate,5,mg,vial,,5mg vial lyophilized powder,44.99,,,8.998,5mg,[],0,,false,https://everestpeptides.com/product/tb-500/,03_raw_fetches/everest-peptides/product_2__tb-500.md,claim-7
everest-peptides:tb-500-10mg,everest-peptides,Everest Peptides,3,ok,TB-500 10mg,TB-500,acetate,10,mg,vial,,10mg vial lyophilized powder,59.99,,,5.999,10mg,[],0,,false,https://everestpeptides.com/product/tb-500/,03_raw_fetches/everest-peptides/product_2__tb-500.md,claim-7
everest-peptides:ghk-cu-100mg,everest-peptides,Everest Peptides,3,ok,GHK-Cu 100mg,GHK-Cu,empty,100,mg,vial,,100mg vial lyophilized powder,59.99,49.99,2026-05-07T19:52:29Z,0.5,,[],0,,false,https://everestpeptides.com/product/ghk-cu-100mg/,03_raw_fetches/everest-peptides/product_3__ghk-cu-100mg.md,claim-8
everest-peptides:mots-c-10mg,everest-peptides,Everest Peptides,3,ok,MOTS-C 10mg,MOTS-c,empty,10,mg,vial,,10mg vial lyophilized powder,34.99,,,3.499,10mg,[],0,,false,https://everestpeptides.com/product/mots-c/,03_raw_fetches/everest-peptides/product_4__mots-c.md,claim-9
everest-peptides:mots-c-40mg,everest-peptides,Everest Peptides,3,ok,MOTS-C 40mg,MOTS-c,empty,40,mg,vial,,40mg vial lyophilized powder,114.99,,,2.875,40mg,[],0,,false,https://everestpeptides.com/product/mots-c/,03_raw_fetches/everest-peptides/product_4__mots-c.md,claim-9
everydaypeptides:bpc-157-10mg,everydaypeptides,Everydaypeptides,3,ok,BPC-157 10mg,BPC-157,,10,mg,vial,,,45.0,,,4.5,,[],0,,false,https://everydaypeptides.ltd/product/bpc-157/,03_raw_fetches/everydaypeptides/product_1__bpc-157-10mg.md,claim-7
everydaypeptides:tb-500-10mg,everydaypeptides,Everydaypeptides,3,ok,TB-500 10mg,TB-500,,10,mg,vial,,,50.0,,,5.0,1-pack,[],0,,false,https://everydaypeptides.ltd/product/tb-500/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-8
everydaypeptides:ghk-cu-vial,everydaypeptides,Everydaypeptides,3,ok,GHK-CU,GHK-Cu,,5,mg,vial,,,35.0,,,7.0,1-pack,[],0,,false,https://everydaypeptides.ltd/product/ghk-cu/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-9
everydaypeptides:glp-3r-low,everydaypeptides,Everydaypeptides,3,ok,GLP-3R,other,,0,mg,vial,,,75.0,,,0.0,1-pack,[],0,,false,https://everydaypeptides.ltd/product/glp-3r/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-10
everydaypeptides:tesamorelin-10mg,everydaypeptides,Everydaypeptides,3,ok,Tesamorelin 10mg,other,,10,mg,vial,,,60.0,,,6.0,1-pack,[],0,,false,https://everydaypeptides.ltd/product/tesamorelin/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-11
everydaypeptides:klow-blend-80mg,everydaypeptides,Everydaypeptides,3,ok,KLOW Blend (GHK-CU/BPC-157/TB-500/KPV) 80mg,other,,80,mg,vial,,,105.0,,,1.3125,1-pack,[],0,,false,https://everydaypeptides.ltd/product/klow-blend/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-12
everydaypeptides:glow-blend-70mg,everydaypeptides,Everydaypeptides,3,ok,Glow Blend (GHK-CU/BPC-157/TB-500) 70mg,other,,70,mg,vial,,,145.0,95.0,2026-05-07T20:01:00Z,1.357,1-pack,[],0,,false,https://everydaypeptides.ltd/product/glow-blend-ghk-cu-bpc-157-tb-500-70mg/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-13
everydaypeptides:mots-c-low,everydaypeptides,Everydaypeptides,3,ok,Mots-C,MOTS-c,,0,mg,vial,,,50.0,,,0.0,1-pack,[],0,,false,https://everydaypeptides.ltd/product/mots-c/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-14
everydaypeptides:epitalon-10mg,everydaypeptides,Everydaypeptides,3,ok,Epitalon 10mg,Epithalon,,10,mg,vial,,,55.0,40.0,2026-05-07T20:01:00Z,4.0,1-pack,[],0,,false,https://everydaypeptides.ltd/product/epitalon/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-15
everydaypeptides:pt-141-10mg,everydaypeptides,Everydaypeptides,3,ok,PT-141 10mg,PT-141,,10,mg,vial,,,55.0,45.0,2026-05-07T20:01:00Z,4.5,1-pack,[],0,,false,https://everydaypeptides.ltd/product/pt-141-10mg/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-16
everydaypeptides:na-selank-10mg,everydaypeptides,Everydaypeptides,3,ok,NA-Selank 10mg,Selank,nasal_spray,10,mg,vial,,,55.0,45.0,2026-05-07T20:01:00Z,4.5,1-pack,[],0,,false,https://everydaypeptides.ltd/product/na-selank-10mg/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-17
everydaypeptides:na-semax-10mg,everydaypeptides,Everydaypeptides,3,ok,NA-Semax 10mg,Semax,nasal_spray,10,mg,vial,,,50.0,40.0,2026-05-07T20:01:00Z,4.0,1-pack,[],0,,false,https://everydaypeptides.ltd/product/na-semax-10mg/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-18
everydaypeptides:ipamorelin-10mg,everydaypeptides,Everydaypeptides,3,ok,Ipamorelin 10mg,Ipamorelin,,10,mg,vial,,,60.0,,,6.0,1-pack,[],0,,false,https://everydaypeptides.ltd/product/ipamorelin/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-19
everydaypeptides:aod-9604-2mg,everydaypeptides,Everydaypeptides,3,ok,AOD-9604 2mg,AOD-9604,,2,mg,vial,,,55.0,35.0,2026-05-07T20:01:00Z,17.5,1-pack,[],0,,false,https://everydaypeptides.ltd/product/aod-9604/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-20
everydaypeptides:dsip-10mg,everydaypeptides,Everydaypeptides,3,ok,DSIP 10mg,DSIP,,10,mg,vial,,,55.0,,,5.5,1-pack,[],0,,false,https://everydaypeptides.ltd/product/dsip/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-21
everydaypeptides:thymosin-alpha-1,everydaypeptides,Everydaypeptides,3,ok,Thymosin Alpha-1,Thymosin Alpha-1,,0,mg,vial,,,80.0,,,0.0,1-pack,[],0,,false,https://everydaypeptides.ltd/product/thymosin-alpha-1/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-22
everydaypeptides:5-amino-1mq-50mg,everydaypeptides,Everydaypeptides,3,ok,5-Amino-1MQ 50mg,5-Amino-1MQ,,50,mg,vial,,,165.0,110.0,2026-05-07T20:01:00Z,2.2,1-pack,[],0,,false,https://everydaypeptides.ltd/product/5-amino-1mq-50mg-2/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-23
everydaypeptides:cjc-ipamorelin-blend,everydaypeptides,Everydaypeptides,3,ok,CJC No Dac/Ipamorelin Blend 5mg/5mg,other,,10,mg,vial,,,65.0,,,6.5,1-pack,[],0,,false,https://everydaypeptides.ltd/product/cjc-1295-no-dac-5mg-ipamorelin-5mg/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-24
everydaypeptides:buffered-nad-500mg,everydaypeptides,Everydaypeptides,3,ok,Buffered NAD+ 500mg,other,,500,mg,vial,,,75.0,60.0,2026-05-07T20:01:00Z,0.12,1-pack,[],0,,false,https://everydaypeptides.ltd/product/buffered-nad/,03_raw_fetches/everydaypeptides/catalog_1.md,claim-25
evolabsresearch:bpc-157-10mg,evolabsresearch,Evolabsresearch,3,partial,BPC-157 10MG,BPC-157,empty,10,mg,vial,uncertain,uncertain,,,,,empty,[],0,,uncertain,uncertain,03_raw_fetches/evolabsresearch/catalog_1.md,claim-catalog-skus
evolabsresearch:mots-c-10mg,evolabsresearch,Evolabsresearch,3,partial,MOTS-C 10MG,MOTS-c,empty,10,mg,vial,uncertain,uncertain,,,,,empty,[],0,,uncertain,uncertain,03_raw_fetches/evolabsresearch/catalog_1.md,claim-catalog-skus
evolabsresearch:epithalon-10mg,evolabsresearch,Evolabsresearch,3,partial,Epithalon 10MG,Epithalon,empty,10,mg,vial,uncertain,uncertain,,,,,empty,[],0,,uncertain,uncertain,03_raw_fetches/evolabsresearch/catalog_1.md,claim-catalog-skus
evolabsresearch:ghk-cu-50mg,evolabsresearch,Evolabsresearch,3,partial,GHK-Cu 50MG,GHK-Cu,empty,50,mg,vial,uncertain,uncertain,,,,,empty,[],0,,uncertain,uncertain,03_raw_fetches/evolabsresearch/catalog_1.md,claim-catalog-skus
evolabsresearch:ipamorelin-10mg,evolabsresearch,Evolabsresearch,3,partial,Ipamorelin 10MG,Ipamorelin,empty,10,mg,vial,uncertain,uncertain,,,,,empty,[],0,,uncertain,uncertain,03_raw_fetches/evolabsresearch/catalog_1.md,claim-catalog-skus
evolabsresearch:cjc-1295-wo-dac-10mg,evolabsresearch,Evolabsresearch,3,partial,CJC-1295 wo DAC 10MG,CJC-1295,empty,10,mg,vial,uncertain,uncertain,,,,,empty,[],0,,uncertain,uncertain,03_raw_fetches/evolabsresearch/catalog_1.md,claim-catalog-skus
evolabsresearch:semax-10mg,evolabsresearch,Evolabsresearch,3,partial,Semax 10MG,Semax,empty,10,mg,vial,uncertain,uncertain,,,,,empty,[],0,,uncertain,uncertain,03_raw_fetches/evolabsresearch/catalog_1.md,claim-catalog-skus
evolabsresearch:selank-10mg,evolabsresearch,Evolabsresearch,3,partial,Selank 10MG,Selank,empty,10,mg,vial,uncertain,uncertain,,,,,empty,[],0,,uncertain,uncertain,03_raw_fetches/evolabsresearch/catalog_1.md,claim-catalog-skus
evolabsresearch:pt-141-10mg,evolabsresearch,Evolabsresearch,3,partial,PT-141 10MG,PT-141,empty,10,mg,vial,uncertain,uncertain,,,,,empty,[],0,,uncertain,uncertain,03_raw_fetches/evolabsresearch/catalog_1.md,claim-catalog-skus
evolabsresearch:thymosin-alpha-1-5mg,evolabsresearch,Evolabsresearch,3,partial,Thymosin Alpha-1 5MG,Thymosin Alpha-1,empty,5,mg,vial,uncertain,uncertain,,,,,empty,[],0,,uncertain,uncertain,03_raw_fetches/evolabsresearch/catalog_1.md,claim-catalog-skus
excalibur-peptides:bpc-157-10mg,excalibur-peptides,Excalibur Peptides,3,ok,BPC-157 — Research Peptide,BPC-157,acetate,10,mg,vial,,,49.99,,,5.0,1-pack,"[""wolverine-blend""]",0,,false,https://excaliburpeptides.com/product/bpc-157,03_raw_fetches/excalibur-peptides/product_1__bpc-157.md,claim-4
excalibur-peptides:tb-500-10mg,excalibur-peptides,Excalibur Peptides,3,ok,TB-500 — Research Peptide,TB-500,acetate,10,mg,vial,,,89.99,,,9.0,1-pack,"[""wolverine-blend""]",0,,false,https://excaliburpeptides.com/product/tb-500,03_raw_fetches/excalibur-peptides/product_2__tb-500.md,claim-5
excalibur-peptides:ghk-cu-uncertain,excalibur-peptides,Excalibur Peptides,3,ok,GHK-Cu — Copper tripeptide,GHK-Cu,,0,mg,vial,,,0,,,0,,[],0,,uncertain,https://excaliburpeptides.com/product/ghk-cu,03_raw_fetches/excalibur-peptides/homepage.md,claim-6
excalibur-peptides:mots-c-uncertain,excalibur-peptides,Excalibur Peptides,3,ok,MOTS-c — Mitochondrial-derived peptide,MOTS-c,,0,mg,vial,,,0,,,0,,[],0,,uncertain,https://excaliburpeptides.com/product/mots-c,03_raw_fetches/excalibur-peptides/homepage.md,claim-6
extreme-peptides:aod-9604-2mg,extreme-peptides,Extreme Peptides,2,ok,AOD 9604 2 mg per vial,AOD-9604,,2,mg,vial,,,28.99,25.99,2026-05-07T17:06:00Z,13.0,,[],0,,true,https://www.extremepeptides.com/product/aod-9604/,03_raw_fetches/extreme-peptides/catalog_1.md,claim-4
extreme-peptides:bpc-157-5mg,extreme-peptides,Extreme Peptides,2,ok,BPC 157 5 mg per vial,BPC-157,,5,mg,vial,,,55.99,48.99,2026-05-07T17:06:00Z,9.8,,"[""bpc-157-tb-500-blend"", ""glow-blend"", ""klow-blend""]",0,,false,https://www.extremepeptides.com/product/bpc-157/,03_raw_fetches/extreme-peptides/product_1__bpc-157.md,claim-5
extreme-peptides:bpc-157-tb-500-blend-10mg,extreme-peptides,Extreme Peptides,2,ok,BPC-157 / TB-500 Blend 10 mg (5/5 mg),BPC-157,,10,mg,vial,,,120.0,99.99,2026-05-07T17:06:00Z,10.0,,"[""bpc-157-tb-500-blend""]",0,,false,https://www.extremepeptides.com/product/bpc-157-tb-500-blend/,03_raw_fetches/extreme-peptides/catalog_1.md,claim-6
extreme-peptides:cagrilintide-5mg,extreme-peptides,Extreme Peptides,2,ok,Cagrilintide 5 mg per vial,other,,5,mg,vial,,,109.99,99.99,2026-05-07T17:06:00Z,20.0,,[],0,,false,https://www.extremepeptides.com/product/cagrilintide/,03_raw_fetches/extreme-peptides/catalog_1.md,claim-6
extreme-peptides:cjc-1295-no-dac-2mg,extreme-peptides,Extreme Peptides,2,ok,CJC-1295 NO-DAC (MOD GRF 1-29) 2 mg per vial,CJC-1295,,2,mg,vial,,,39.99,30.99,2026-05-07T17:06:00Z,15.5,,"[""cjc-1295-no-dac-ipamorelin-blend""]",0,,false,https://www.extremepeptides.com/product/cjc-1295-no-dac-2mg-mod-grf-1-29/,03_raw_fetches/extreme-peptides/catalog_1.md,claim-6
extreme-peptides:cjc-1295-no-dac-ipamorelin-blend-10mg,extreme-peptides,Extreme Peptides,2,ok,CJC-1295 NO-DAC / Ipamorelin Blend 10 mg (5/5 mg),CJC-1295,,10,mg,vial,,,95.0,89.99,2026-05-07T17:06:00Z,9.0,,"[""cjc-ipamorelin-blend""]",0,,false,https://www.extremepeptides.com/product/cjc-1295-no-dac-ipamorelin-blend/,03_raw_fetches/extreme-peptides/catalog_1.md,claim-6
extreme-peptides:cjc-1295-with-dac-2mg,extreme-peptides,Extreme Peptides,2,ok,CJC-1295 WITH DAC 2 mg per vial,CJC-1295,,2,mg,vial,,,49.99,43.99,2026-05-07T17:06:00Z,22.0,,[],0,,false,https://www.extremepeptides.com/product/cjc-1295-with-dac/,03_raw_fetches/extreme-peptides/catalog_1.md,claim-6
extreme-peptides:dsip-2mg,extreme-peptides,Extreme Peptides,2,ok,DSIP 2 mg per vial,DSIP,,2,mg,vial,,,34.99,29.99,2026-05-07T17:06:00Z,15.0,,[],0,,false,https://www.extremepeptides.com/product/dsip/,03_raw_fetches/extreme-peptides/catalog_1.md,claim-6
extreme-peptides:epithalon-10mg,extreme-peptides,Extreme Peptides,2,ok,Epithalon 10 mg per vial,Epithalon,,10,mg,vial,,,69.99,48.99,2026-05-07T17:06:00Z,4.9,,[],0,,false,https://www.extremepeptides.com/product/epithalon/,03_raw_fetches/extreme-peptides/product_10__epithalon.md,claim-7
extreme-peptides:fragment-176-191-2mg,extreme-peptides,Extreme Peptides,2,ok,Fragment 176-191 2 mg per vial,Fragment 176-191,,2,mg,vial,,,49.99,37.99,2026-05-07T17:06:00Z,19.0,,[],0,,false,https://www.extremepeptides.com/product/fragment-176-191/,03_raw_fetches/extreme-peptides/catalog_1.md,claim-6
extreme-peptides:ghk-cu-50mg,extreme-peptides,Extreme Peptides,2,ok,GHK-CU 50 mg per vial,GHK-Cu,,50,mg,vial,,,70.0,49.99,2026-05-07T17:06:00Z,1.0,,"[""glow-blend"", ""klow-blend""]",0,,false,https://www.extremepeptides.com/product/ghk-cu/,03_raw_fetches/extreme-peptides/product_9__ghk-cu.md,claim-8
extreme-peptides:ghrp-2-5mg,extreme-peptides,Extreme Peptides,2,ok,GHRP-2 5 mg per vial,GHRP-2,,5,mg,vial,,,36.99,28.99,2026-05-07T17:06:00Z,5.8,,[],0,,false,https://www.extremepeptides.com/product/ghrp-2-5mg/,03_raw_fetches/extreme-peptides/catalog_1.md,claim-6
